# Energy(eV)  Abs(norm)
2.31674734 -0.00198188
2.31904570 -0.00334047
2.32134407 -0.00198020
2.32364243 -0.00333920
2.32594079 -0.00197972
2.32823915 -0.00333784
2.33053751 -0.00197952
2.33283587 -0.00333656
2.33513423 -0.00197842
2.33743259 -0.00333474
2.33973095 -0.00197619
2.34202931 -0.00333213
2.34432767 -0.00197441
2.34662603 -0.00333042
2.34892439 -0.00197418
2.35122275 -0.00333033
2.35352111 -0.00197417
2.35581947 -0.00332982
2.35811783 -0.00197273
2.36041619 -0.00332626
2.36271455 -0.00196939
2.36501291 -0.00332141
2.36731127 -0.00196517
2.36960963 -0.00331741
2.37190800 -0.00196222
2.37420636 -0.00331515
2.37650472 -0.00196079
2.37880308 -0.00331350
2.38110144 -0.00196015
2.38339980 -0.00331230
2.38569816 -0.00195939
2.38799652 -0.00331108
2.39029488 -0.00195805
2.39259324 -0.00330864
2.39489160 -0.00195602
2.39718996 -0.00330549
2.39948832 -0.00195305
2.40178668 -0.00330206
2.40408504 -0.00195090
2.40638340 -0.00329995
2.40868176 -0.00194977
2.41098012 -0.00329874
2.41327848 -0.00194893
2.41557684 -0.00329723
2.41787520 -0.00194709
2.42017357 -0.00329445
2.42247193 -0.00194372
2.42477029 -0.00329098
2.42706865 -0.00194091
2.42936701 -0.00328800
2.43166537 -0.00193912
2.43396373 -0.00328608
2.43626209 -0.00193846
2.43856045 -0.00328450
2.44085881 -0.00193731
2.44315717 -0.00328265
2.44545553 -0.00193576
2.44775389 -0.00328054
2.45005225 -0.00193428
2.45235061 -0.00327901
2.45464897 -0.00193315
2.45694733 -0.00327789
2.45924569 -0.00193247
2.46154405 -0.00327676
2.46384241 -0.00193161
2.46614077 -0.00327571
2.46843913 -0.00193142
2.47073750 -0.00327514
2.47303586 -0.00193126
2.47533422 -0.00327503
2.47763258 -0.00193105
2.47993094 -0.00327402
2.48222930 -0.00193009
2.48452766 -0.00327240
2.48682602 -0.00192850
2.48912438 -0.00327029
2.49142274 -0.00192714
2.49372110 -0.00326800
